id,title,description,category,resolution,priority
TKT-0682,Server cache-server-01 keeps crashing wi...,Server cache-server-01 keeps crashing with out of memory exception. Please fix ASAP.,Infrastructure,Increase RAM allocation to analytics-node by 16GB and restart daemon. Happens intermittently.,Critical
TKT-0683,Server db-prod-2 keeps crashing with out...,Server db-prod-2 keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to cache-server-01 by 16GB and restart daemon.,High
TKT-0684,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,[Ticket] Run REINDEX TABLE manually during off-peak hours.,Critical
TKT-0685,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,[Ticket] Assign IAM role 'Prod-Deployer' temporarily for 24 hours to bwilliams. Please fix ASAP.,Low
TKT-0686,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Issue: Contact ISP to verify ASN route advertisement stability policies.,High
TKT-0687,The Inventory System module is returning...,The Inventory System module is returning blank pages intermittently. Need assistance.,Application,Issue: Restart the node backend processes processing frontend API calls.,Low
TKT-0688,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance. Happens intermittently.,Database,Run REINDEX TABLE manually during off-peak hours.,Critical
TKT-0689,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v1.3.4 and check application load balancer endpoints.,Medium
TKT-0690,Database backup failed last night.,Database backup failed last night.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot.,Critical
TKT-0691,Error: DNS resolution failing for intern...,Error: DNS resolution failing for internal domain dev.staging.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0692,[Ticket] Login button is unresponsive on...,[Ticket] Login button is unresponsive on mobile Safari.,Application,Error: Update the frontend JS polyfills supporting legacy Safari engine. Happens intermittently.,Low
TKT-0693,Issue: Disk space alert on production VM...,Issue: Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,Critical
TKT-0694,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,[Ticket] Contact ISP to verify ASN route advertisement stability policies.,High
TKT-0695,Contractor rjohnson requires Jir...,Urgent: Contractor rjohnson requires Jira access.,Access Management,Provision a standard license for asmith and assign to the Contractor user-tier.,Critical
TKT-0696,VPN connection failing for remote users ...,VPN connection failing for remote users in branch office. This is blocking us.,Network,Restart the Cisco AnyConnect headend router and clear active sessions.,Critical
TKT-0697,[Ticket] Deadlock detected between trans...,[Ticket] Deadlock detected between transaction engines. This is blocking us.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,High
TKT-0698,Error: Database connection pool timeout ...,Error: Database connection pool timeout causing slow loading.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,Medium
TKT-0699,Issue: Deadlock detected between transac...,Issue: Deadlock detected between transaction engines. This is blocking us.,Database,Urgent: Refactor the commit ordering sequence in the backend ORM mapped models. Please fix ASAP.,High
TKT-0700,Issue: API endpoint vulnerable to SQL In...,Issue: API endpoint vulnerable to SQL Injection.,Security,Help: Sanitize input parameters immediately via parameterized queries update. Please fix ASAP.,Medium
TKT-0701,User bwilliams needs access to Git...,Help: User bwilliams needs access to Github repository. Happens intermittently.,Access Management,Urgent: Add bwilliams to the 'Developers' GitHub organization group with write permissions.,Low
TKT-0702,Slow internet speeds reported acro...,Help: Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,Medium
TKT-0703,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Help: Run REINDEX TABLE manually during off-peak hours.,High
TKT-0704,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Urgent: Update the frontend JS polyfills supporting legacy Safari engine.,Critical
TKT-0705,[Ticket] Login button is unresponsive on...,[Ticket] Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,High
TKT-0706,Database backup failed last night. Happe...,Database backup failed last night. Happens intermittently.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0707,Malware detected on workstation DESKTOP-...,Malware detected on workstation DESKTOP-99B. Happens intermittently.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed.",Critical
TKT-0708,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user jdoe.,Medium
TKT-0709,[Ticket] Contractor jdoe requires Jira a...,[Ticket] Contractor jdoe requires Jira access. Happens intermittently.,Access Management,Provision a standard license for kmiller and assign to the Contractor user-tier.,Medium
TKT-0710,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Run REINDEX TABLE manually during off-peak hours.,Critical
TKT-0711,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script. Happens intermittently.,High
TKT-0712,Packet loss spikes detected betw...,Urgent: Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Critical
TKT-0713,Issue: Deadlock detected between transac...,Issue: Deadlock detected between transaction engines. Need assistance.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,Low
TKT-0714,[Ticket] Detected suspicious login attem...,[Ticket] Detected suspicious login attempt from external IP block.,Security,Urgent: Block IP range temporarily in WAF and force password reset for user bwilliams.,Critical
TKT-0715,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection. Need assistance.,Security,Sanitize input parameters immediately via parameterized queries update.,High
TKT-0716,"Error: Employee left company, please rev...","Error: Employee left company, please revoke permissions.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",High
TKT-0717,Long running analytical queries bl...,Help: Long running analytical queries blocking OLTP transactions.,Database,[Ticket] Kill PID 5175 mapping to the slow query and route analytics to the read replica.,Critical
TKT-0718,BGP route flapping on the outbou...,Urgent: BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies.,High
TKT-0719,Error: Database backup failed last night...,Error: Database backup failed last night.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0720,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network. Need assistance.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,High
TKT-0721,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,Medium
TKT-0722,User rjohnson needs access to Github rep...,User rjohnson needs access to Github repository.,Access Management,Add rjohnson to the 'Developers' GitHub organization group with write permissions.,High
TKT-0723,[Ticket] Detected suspicious login attem...,[Ticket] Detected suspicious login attempt from external IP block. Need assistance.,Security,Block IP range temporarily in WAF and force password reset for user bwilliams.,Medium
TKT-0724,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user asmith. This is blocking us.,High
TKT-0725,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies.,Low
TKT-0726,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v1.2.3 and check application load balancer endpoints.,Low
